"from","to","weight"
985,985,1
981,986,-0.1
986,986,1
981,987,-0.1
987,987,1
981,988,-0.1
988,988,1
44,989,-0.1
989,989,1
45,990,-0.751
990,990,1
45,991,-0.286
990,991,-0.465
991,991,1
45,992,-0.5
992,992,1
992,993,-1
993,993,1
45,994,-0.998
994,994,1
45,995,-0.1
994,995,-0.5
995,995,1
994,996,-0.33
995,996,-0.67
996,996,1
45,997,-0.504
997,997,1
45,998,-0.751
998,998,1
998,999,-0.03
999,999,1
1001,999,-0.1
998,1000,-0.5
1000,1000,1
1001,1000,-0.5
45,1001,-0.495
998,1001,-0.256
1001,1001,1
45,1002,-0.5
1002,1002,1
1002,1003,-0.751
1003,1003,1
1003,1004,-0.9815
1004,1004,1
1004,1005,-1
1005,1005,1
1002,1006,-0.991
1006,1006,1
45,1007,-0.5
1007,1007,1
3913,1007,-0.5
45,1008,-0.1
1008,1008,1
45,1009,-0.1
1009,1009,1
45,1010,-0.1
1010,1010,1
45,1011,-0.1
1011,1011,1
45,1012,-0.1
147,1012,-0.2001
246,1012,-0.183
1012,1012,1
46,1013,-0.9999
1013,1013,1
46,1014,-1
1014,1014,1
46,1015,-1
1015,1015,1
46,1016,-1
1016,1016,1
46,1017,-1
1017,1017,1
46,1018,-0.5
1018,1018,1
1018,1019,-0.517
1019,1019,1
46,1020,-0.1
1020,1020,1
1020,1021,-0.91
1021,1021,1
1020,1022,-0.51
1022,1022,1
1020,1023,-0.236
1023,1023,1
46,1024,-0.9
1024,1024,1
46,1025,-0.259
1025,1025,1
47,1026,-1
1026,1026,1
47,1027,-0.778
1027,1027,1
47,1028,-1
1028,1028,1
48,1029,-1
1029,1029,1
48,1030,-0.4
1030,1030,1
1033,1030,-0.1
1030,1031,-1
1031,1031,1
1030,1032,-0.1
1031,1032,-0.1
1032,1032,1
48,1033,-0.50214
1033,1033,1
1033,1034,-0.501
1034,1034,1
1033,1035,-0.501
1035,1035,1
1035,1036,-1
1036,1036,1
1033,1037,-0.143
1035,1037,-0.167
1037,1037,1
1033,1038,-0.5
1038,1038,1
1038,1039,-1
1039,1039,1
1038,1040,-0.5
1040,1040,1
1040,1041,-0.89153
1041,1041,1
1038,1042,-0.8
1042,1042,1
1033,1043,-0.566
1043,1043,1
1033,1044,-0.566
1044,1044,1
1033,1045,-0.1
1045,1045,1
1033,1046,-0.5
1046,1046,1
1046,1047,-0.618
1047,1047,1
1046,1048,-0.751
1048,1048,1
1046,1049,-1
1049,1049,1
48,1050,-0.1
1050,1050,1
44,1051,-0.25
48,1051,-0.75
1051,1051,1
1051,1052,-1
1052,1052,1
1051,1053,-0.33333
1053,1053,1
1054,1053,-0.33333
1056,1053,-0.33333
1051,1054,-0.9001
1054,1054,1
1054,1055,-1
1055,1055,1
1051,1056,-0.9001
1056,1056,1
1051,1057,-0.5
1057,1057,1
1062,1057,-0.25
1057,1058,-1
1058,1058,1
1057,1059,-1
1059,1059,1
1057,1060,-0.54
1060,1060,1
1057,1061,-1
1061,1061,1
49,1062,-0.1
1062,1062,1
1068,1062,-0.092
1072,1062,-0.092
1062,1063,-1
1063,1063,1
1062,1064,-1
1064,1064,1
1062,1065,-1
1065,1065,1
1062,1066,-1
1066,1066,1
1062,1067,-1
1067,1067,1
1062,1068,-0.132
1068,1068,1
1068,1069,-1
1069,1069,1
1068,1070,-1
1070,1070,1
1068,1071,-0.5
1071,1071,1
1072,1071,-0.5
1062,1072,-0.127
1072,1072,1
1072,1073,-1
1073,1073,1
1072,1074,-1
1074,1074,1
1051,1075,-0.13102
1054,1075,-0.10656
1062,1075,-0.26706
1075,1075,1
1075,1076,-1
1076,1076,1
1075,1077,-0.764
1077,1077,1
1075,1078,-0.33333
1078,1078,1
1075,1079,-0.325
1078,1079,-0.556
1079,1079,1
1075,1080,-0.906
1080,1080,1
1075,1081,-0.75
1081,1081,1
1075,1082,-0.07
1082,1082,1
50,1083,-1
1083,1083,1
50,1084,-0.9835
1084,1084,1
1084,1085,-0.5
1085,1085,1
1084,1086,-0.993
1086,1086,1
1086,1087,-0.649
1087,1087,1
50,1088,-0.057
1084,1088,-0.783
1088,1088,1
1088,1089,-0.795
1089,1089,1
1089,1090,-1
1090,1090,1
1088,1091,-1
1091,1091,1
1088,1092,-1
1092,1092,1
50,1093,-0.999
1093,1093,1
50,1094,-1
1094,1094,1
45,1095,-0.04657
46,1095,-0.04657
47,1095,-0.04657
48,1095,-0.04657
49,1095,-0.0344
50,1095,-0.04657
51,1095,-0.1
1002,1095,-0.04657
1095,1095,1
3913,1095,-0.04657
3914,1095,-0.04657
3915,1095,-0.04657
1095,1096,-0.33333
1096,1096,1
1097,1096,-0.33333
1106,1096,-0.33333
49,1097,-0.0344
1096,1097,-0.501
1097,1097,1
1096,1098,-0.507
1098,1098,1
1098,1099,-0.851
1099,1099,1
1098,1100,-0.5
1099,1100,-0.5
1100,1100,1
1096,1101,-0.1
1101,1101,1
1096,1102,-0.1
1102,1102,1
1095,1103,-0.9
1103,1103,1
1103,1104,-1
1104,1104,1
1095,1105,-0.1
1105,1105,1
45,1106,-0.04657
46,1106,-0.04657
47,1106,-0.04657
48,1106,-0.04657
49,1106,-0.0344
50,1106,-0.04657
51,1106,-0.1
1002,1106,-0.04657
1106,1106,1
3913,1106,-0.04657
3914,1106,-0.04657
3915,1106,-0.04657
1107,1107,1
1110,1107,-0.296
3915,1107,-0.1
1107,1108,-0.11
1108,1108,1
1110,1108,-0.235
3915,1108,-0.1
1108,1109,-1
1109,1109,1
1107,1110,-0.15
1110,1110,1
3915,1110,-0.1
1110,1111,-1
1111,1111,1
1107,1112,-0.115
1110,1112,-0.251
1112,1112,1
3915,1112,-0.1
1113,1113,1
1113,1114,-0.50446
1114,1114,1
1115,1115,1
1116,1115,-0.1
1115,1116,-0.1
1116,1116,1
1117,1117,1
52,1118,-0.99
1118,1118,1
52,1119,-1
1119,1119,1
52,1120,-0.51
1120,1120,1
52,1121,-1
1121,1121,1
52,1122,-1
1122,1122,1
52,1123,-1
1123,1123,1
52,1124,-0.9379
1124,1124,1
1124,1125,-0.98
1125,1125,1
1124,1126,-1
1126,1126,1
1124,1127,-1
1127,1127,1
52,1128,-0.9
1128,1128,1
1128,1129,-0.9
1129,1129,1
52,1130,-0.66
1130,1130,1
52,1131,-0.92
1131,1131,1
1131,1132,-0.99
1132,1132,1
1131,1133,-0.99
1133,1133,1
1131,1134,-0.99
1134,1134,1
52,1135,-1
1135,1135,1
52,1136,-1
1136,1136,1
1136,1137,-0.86
1137,1137,1
52,1138,-1
1138,1138,1
52,1139,-0.74494
1139,1139,1
1139,1140,-1
1140,1140,1
52,1141,-0.71
1141,1141,1
52,1142,-1
1142,1142,1
52,1143,-1
1143,1143,1
52,1144,-1
1144,1144,1
53,1145,-0.5
1145,1145,1
53,1146,-0.7
1145,1146,-0.3
1146,1146,1
53,1147,-1
1147,1147,1
53,1148,-1
1148,1148,1
53,1149,-1
1149,1149,1
53,1150,-1
1150,1150,1
53,1151,-1
1151,1151,1
53,1152,-0.1
1152,1152,1
53,1153,-0.1
1153,1153,1
53,1154,-0.1
1154,1154,1
53,1155,-0.1
1155,1155,1
53,1156,-0.1
1156,1156,1
53,1157,-0.6
1157,1157,1
1157,1158,-0.1
1158,1158,1
1157,1159,-0.1
1159,1159,1
1157,1160,-0.1
1160,1160,1
1157,1161,-0.74
1161,1161,1
1157,1162,-1
1162,1162,1
53,1163,-0.1
1163,1163,1
53,1164,-0.1
1164,1164,1
53,1165,-0.1
1165,1165,1
53,1166,-0.5
1166,1166,1
1173,1166,-0.5
54,1167,-1
1167,1167,1
1167,1168,-1
1168,1168,1
54,1169,-1
1169,1169,1
54,1170,-1
1170,1170,1
54,1171,-1
1171,1171,1
54,1172,-1
1172,1172,1
54,1173,-1
1173,1173,1
290,1174,-0.1
1174,1174,1
143,1175,-0.225
144,1175,-0.225
1175,1175,1
1176,1176,1
1177,1177,1
1178,1178,1
1179,1179,1
1180,1180,1
1181,1181,1
1182,1182,1
1183,1183,1
1183,1184,-1
1184,1184,1
1183,1185,-0.5
1185,1185,1
1183,1186,-1
1186,1186,1
1183,1187,-1
1187,1187,1
1183,1188,-1
1188,1188,1
1183,1189,-1
1189,1189,1
55,1190,-1
1190,1190,1
55,1191,-0.51
1191,1191,1
1191,1192,-1
1192,1192,1
1191,1193,-1
1193,1193,1
1191,1194,-1
1194,1194,1
56,1195,-1
1195,1195,1
56,1196,-0.187
1196,1196,1
56,1197,-1
1197,1197,1
57,1198,-0.86667
1198,1198,1
57,1199,-0.9278
1199,1199,1
57,1200,-0.9
1200,1200,1
57,1201,-1
1201,1201,1
57,1202,-1
1202,1202,1
57,1203,-0.95
1203,1203,1
57,1204,-0.978
1204,1204,1
57,1205,-0.874
1205,1205,1
58,1206,-0.5001
1206,1206,1
1206,1207,-0.35
1207,1207,1
59,1208,-0.2
1208,1208,1
3917,1208,-0.2
1208,1209,-0.043
1209,1209,1
60,1210,-0.5
1208,1210,-0.5
1210,1210,1
60,1211,-0.68
1208,1211,-0.09
1211,1211,1
60,1212,-0.4
1208,1212,-0.066
1212,1212,1
1208,1213,-0.17
1213,1213,1
59,1214,-0.25005
1214,1214,1
3917,1214,-0.25005
60,1215,-1
1215,1215,1
60,1216,-1
1216,1216,1
60,1217,-1
1217,1217,1
60,1218,-0.75
1218,1218,1
60,1219,-0.8
1219,1219,1
60,1220,-0.6
1220,1220,1
60,1221,-0.50382
1221,1221,1
60,1222,-0.25
1222,1222,1
60,1223,-1
1223,1223,1
61,1224,-0.9999
1224,1224,1
61,1225,-0.9999
1225,1225,1
61,1226,-0.4999
1226,1226,1
61,1227,-0.8
1227,1227,1
61,1228,-0.8
1228,1228,1
61,1229,-0.4999
1229,1229,1
61,1230,-0.9
1230,1230,1
61,1231,-0.9
1231,1231,1
61,1232,-0.75
1232,1232,1
61,1233,-0.9
1233,1233,1
61,1234,-0.8
1234,1234,1
61,1235,-0.9
1235,1235,1
61,1236,-0.5
1236,1236,1
61,1237,-0.9
1237,1237,1
62,1238,-1
1238,1238,1
62,1239,-1
1239,1239,1
62,1240,-0.5
1240,1240,1
62,1241,-0.5
1241,1241,1
62,1242,-1
1242,1242,1
63,1243,-0.188
109,1243,-0.2
160,1243,-0.2
1243,1243,1
63,1244,-0.5
1244,1244,1
63,1245,-0.9999
1245,1245,1
63,1246,-0.9999
1246,1246,1
1246,1247,-0.5
1247,1247,1
1250,1247,-0.5
63,1248,-0.65
1246,1248,-0.35
1248,1248,1
63,1249,-0.94
1249,1249,1
63,1250,-0.8
1250,1250,1
63,1251,-0.9999
1251,1251,1
63,1252,-0.51
1252,1252,1
1252,1253,-0.2
1253,1253,1
1252,1254,-0.5
1254,1254,1
63,1255,-0.9999
1255,1255,1
63,1256,-1
1256,1256,1
63,1257,-1
1257,1257,1
63,1258,-0.225
100,1258,-0.225
114,1258,-0.075
1258,1258,1
63,1259,-0.51
1259,1259,1
64,1260,-1
1260,1260,1
64,1261,-0.5
1261,1261,1
64,1262,-0.50107
68,1262,-0.05
1262,1262,1
1262,1263,-1
1263,1263,1
1262,1264,-1
1264,1264,1
1262,1265,-1
1265,1265,1
1262,1266,-1
1266,1266,1
64,1267,-1
1267,1267,1
64,1268,-0.248
242,1268,-0.2015
1268,1268,1
64,1269,-0.5
1269,1269,1
64,1270,-0.06479
1270,1270,1
64,1271,-0.2
240,1271,-0.4
241,1271,-0.1
1271,1271,1
64,1272,-0.026
68,1272,-0.026
1272,1272,1
64,1273,-0.01787
1273,1273,1
64,1274,-0.4988
1261,1274,-0.4988
1274,1274,1
64,1275,-0.08
66,1275,-0.08
67,1275,-0.04
68,1275,-0.08
1275,1275,1
1292,1275,-0.08
65,1276,-1
1276,1276,1
65,1277,-0.24703
1277,1277,1
65,1278,-0.86
1278,1278,1
65,1279,-0.15
1279,1279,1
1282,1279,-0.09
65,1280,-0.5
1280,1280,1
65,1281,-0.1
1281,1281,1
65,1282,-0.40562
1282,1282,1
1282,1283,-0.62
1283,1283,1
65,1284,-0.1
1284,1284,1
65,1285,-0.1
1285,1285,1
65,1286,-0.1
1286,1286,1
1286,1287,-0.04906
1287,1287,1
65,1288,-0.09
1288,1288,1
65,1289,-0.75
1289,1289,1
66,1290,-1
1290,1290,1
66,1291,-0.5
1291,1291,1
66,1292,-0.8185
1292,1292,1
66,1293,-0.057
1292,1293,-0.51917
1293,1293,1
66,1294,-0.1
1294,1294,1
66,1295,-1
1295,1295,1
66,1296,-0.5
1291,1296,-0.5
1296,1296,1
67,1297,-0.37
68,1297,-0.34
1297,1297,1
67,1298,-0.33333
68,1298,-0.15
1298,1298,1
67,1299,-0.95
1299,1299,1
68,1300,-1
1300,1300,1
68,1301,-0.1
1301,1301,1
69,1302,-0.1
1302,1302,1
2547,1302,-0.1
69,1303,-1
1303,1303,1
69,1304,-0.74
1304,1304,1
69,1305,-0.74
1305,1305,1
69,1306,-0.74
1306,1306,1
69,1307,-0.74
1307,1307,1
69,1308,-0.74
1308,1308,1
69,1309,-0.142
1309,1309,1
1310,1310,1
1311,1311,1
1312,1312,1
70,1313,-1
1313,1313,1
70,1314,-1
1314,1314,1
70,1315,-0.85
1315,1315,1
70,1316,-0.5
1316,1316,1
1316,1317,-0.4
1317,1317,1
1318,1317,-0.05
1319,1317,-0.05
1320,1317,-0.05
129,1318,-0.75
1316,1318,-0.25
1318,1318,1
1316,1319,-0.66667
1319,1319,1
1316,1320,-0.5
1320,1320,1
70,1321,-0.8
1321,1321,1
70,1322,-0.874
1322,1322,1
70,1323,-0.5
1323,1323,1
70,1324,-0.04
1324,1324,1
70,1325,-1
1325,1325,1
70,1326,-1
1326,1326,1
70,1327,-1
1327,1327,1
70,1328,-1
1328,1328,1
33,1329,-1
1329,1329,1
71,1330,-1
1330,1330,1
899,1331,-0.1
1331,1331,1
143,1332,-0.15
899,1332,-0.257
1332,1332,1
71,1333,-1
1333,1333,1
71,1334,-0.25005
73,1334,-0.25005
1334,1334,1
71,1335,-0.1
1335,1335,1
71,1336,-0.1
143,1336,-0.5
1336,1336,1
71,1337,-0.37
1337,1337,1
71,1338,-0.1
1338,1338,1
1338,1339,-1
1339,1339,1
71,1340,-0.1
1340,1340,1
71,1341,-0.1
1341,1341,1
71,1342,-0.1
1342,1342,1
71,1343,-0.1
1343,1343,1
71,1344,-0.1
1344,1344,1
71,1345,-0.3084
157,1345,-0.1
1345,1345,1
1345,1346,-1
1346,1346,1
71,1347,-1
1347,1347,1
71,1348,-0.1
1348,1348,1
71,1349,-0.1
143,1349,-0.5
1349,1349,1
71,1350,-0.1
1350,1350,1
71,1351,-1
1351,1351,1
71,1352,-0.1
1352,1352,1
71,1353,-0.1
72,1353,-0.1
1353,1353,1
71,1354,-0.98
1354,1354,1
71,1355,-0.25
1355,1355,1
72,1356,-0.1
1356,1356,1
1356,1357,-0.5
1357,1357,1
72,1358,-0.1
1358,1358,1
72,1359,-0.1
1359,1359,1
73,1360,-0.1
149,1360,-0.125
1360,1360,1
73,1361,-0.1
1361,1361,1
73,1362,-0.1
1362,1362,1
73,1363,-0.1
1363,1363,1
27,1364,-0.5
1364,1364,1
74,1365,-0.99815
1365,1365,1
74,1366,-0.1
151,1366,-0.08
1365,1366,-0.1
1366,1366,1
2180,1366,-0.56667
1365,1367,-1
1367,1367,1
1365,1368,-0.1
1368,1368,1
1365,1369,-0.1
1369,1369,1
74,1370,-0.1
1370,1370,1
1370,1371,-0.1
1371,1371,1
74,1372,-0.1
1372,1372,1
74,1373,-0.1
1373,1373,1
74,1374,-0.1
1374,1374,1
74,1375,-0.1
1375,1375,1
74,1376,-0.1
1376,1376,1
74,1377,-0.1
1377,1377,1
75,1378,-0.985
1378,1378,1
75,1379,-0.53177
1379,1379,1
75,1380,-0.52027
1380,1380,1
1380,1381,-0.84991
1381,1381,1
75,1382,-0.9975
1382,1382,1
76,1383,-0.25
1383,1383,1
76,1384,-0.48086
1384,1384,1
76,1385,-0.1
1385,1385,1
76,1386,-0.5
1386,1386,1
76,1387,-0.1
1387,1387,1
2127,1387,-0.1
76,1388,-0.25
1388,1388,1
2127,1388,-0.5001
76,1389,-0.25
1389,1389,1
76,1390,-0.5
1390,1390,1
77,1391,-0.25001
1391,1391,1
77,1392,-0.25001
1392,1392,1
77,1393,-1
1393,1393,1
77,1394,-1
1394,1394,1
77,1395,-1
1395,1395,1
77,1396,-0.5001
1396,1396,1
77,1397,-0.5001
1397,1397,1
77,1398,-0.5001
1398,1398,1
77,1399,-0.5001
1399,1399,1
77,1400,-0.5001
1400,1400,1
77,1401,-0.5001
1401,1401,1
77,1402,-0.75
1402,1402,1
77,1403,-0.5001
1403,1403,1
1403,1404,-0.25001
1404,1404,1
1403,1405,-0.5001
1405,1405,1
1403,1406,-0.5001
1406,1406,1
77,1407,-0.5001
1407,1407,1
77,1408,-0.5001
1408,1408,1
77,1409,-0.25001
1409,1409,1
77,1410,-0.25001
1410,1410,1
77,1411,-0.5001
1411,1411,1
77,1412,-0.5001
1412,1412,1
1413,1413,1
1512,1413,-0.75
77,1414,-0.5001
1414,1414,1
77,1415,-0.5001
1415,1415,1
77,1416,-1
1416,1416,1
77,1417,-1
1417,1417,1
77,1418,-1
1418,1418,1
77,1419,-0.5
1419,1419,1
1419,1420,-0.687
1420,1420,1
1419,1421,-0.5
1421,1421,1
77,1422,-0.5
1422,1422,1
77,1423,-0.25001
1423,1423,1
77,1424,-0.25001
1424,1424,1
77,1425,-0.5001
1425,1425,1
77,1426,-0.25001
1426,1426,1
77,1427,-1
1427,1427,1
77,1428,-0.5001
1428,1428,1
77,1429,-0.5001
1429,1429,1
77,1430,-0.5001
1430,1430,1
77,1431,-0.5001
1431,1431,1
77,1432,-0.5001
1432,1432,1
77,1433,-0.5001
1433,1433,1
77,1434,-0.25001
1434,1434,1
77,1435,-0.5001
1435,1435,1
77,1436,-0.75
1436,1436,1
1436,1437,-0.5001
1437,1437,1
77,1438,-0.5001
1438,1438,1
77,1439,-0.25001
1439,1439,1
77,1440,-0.25001
1440,1440,1
77,1441,-0.5001
1441,1441,1
77,1442,-0.75
1442,1442,1
78,1443,-0.1
1443,1443,1
78,1444,-0.64
1444,1444,1
78,1445,-0.42
1445,1445,1
1445,1446,-1
1446,1446,1
1445,1447,-0.993
1447,1447,1
78,1448,-0.5156
1448,1448,1
3920,1448,-0.4668
1448,1449,-1
1449,1449,1
78,1450,-0.47619
1450,1450,1
78,1451,-0.49342
1451,1451,1
78,1452,-0.49751
1452,1452,1
1452,1453,-0.103
1453,1453,1
78,1454,-1
1454,1454,1
78,1455,-0.8001
1455,1455,1
78,1456,-0.5
1456,1456,1
78,1457,-0.24
1457,1457,1
78,1458,-0.90909
1458,1458,1
78,1459,-1
1459,1459,1
78,1460,-0.8001
1460,1460,1
78,1461,-0.3823
1461,1461,1
78,1462,-1
1462,1462,1
78,1463,-0.95
1463,1463,1
78,1464,-0.29
1464,1464,1
78,1465,-1
1465,1465,1
78,1466,-0.41333
1466,1466,1
79,1467,-0.45
80,1467,-0.45
1467,1467,1
1467,1468,-1
1468,1468,1
79,1469,-0.19949
80,1469,-0.19949
1469,1469,1
79,1470,-0.15674
80,1470,-0.15674
1470,1470,1
1470,1471,-1
1471,1471,1
79,1472,-0.5
80,1472,-0.5
1472,1472,1
81,1473,-0.1
1473,1473,1
1473,1474,-1
1474,1474,1
1473,1475,-0.8
1475,1475,1
1473,1476,-0.8
1476,1476,1
1477,1476,-0.2
1473,1477,-1
1477,1477,1
81,1478,-0.29681
1478,1478,1
81,1479,-0.58974
1479,1479,1
81,1480,-0.54118
1480,1480,1
81,1481,-1
1481,1481,1
82,1482,-0.1
1482,1482,1
82,1483,-0.1
111,1483,-0.125
1483,1483,1
82,1484,-0.1
1484,1484,1
82,1485,-0.1
1485,1485,1
82,1486,-0.1
1486,1486,1
82,1487,-0.1
1487,1487,1
82,1488,-0.1
1488,1488,1
83,1489,-0.452
1489,1489,1
1489,1490,-0.52
1490,1490,1
83,1491,-0.32
1491,1491,1
83,1492,-0.75
1492,1492,1
83,1493,-0.46
1493,1493,1
83,1494,-0.33333
1494,1494,1
83,1495,-0.09
1495,1495,1
83,1496,-0.188
122,1496,-0.687
1496,1496,1
83,1497,-0.1
1497,1497,1
83,1498,-1
1498,1498,1
83,1499,-1
1499,1499,1
83,1500,-1
1500,1500,1
1500,1501,-0.1
1501,1501,1
83,1502,-1
1502,1502,1
83,1503,-0.1
1503,1503,1
83,1504,-1
1504,1504,1
83,1505,-1
1505,1505,1
84,1506,-0.1
1506,1506,1
1506,1507,-0.9699
1507,1507,1
3309,1507,-0.0301
1506,1508,-1
1508,1508,1
1508,1509,-0.00272
1509,1509,1
1509,1510,-0.985
1510,1510,1
1506,1511,-0.4
1511,1511,1
1506,1512,-0.1
1512,1512,1
1506,1513,-0.675
1513,1513,1
84,1514,-0.1
1514,1514,1
1514,1515,-0.24986
1515,1515,1
1514,1516,-0.1
1516,1516,1
84,1517,-0.81
1517,1517,1
84,1518,-0.1
1518,1518,1
84,1519,-0.1
1519,1519,1
84,1520,-0.1
1520,1520,1
1520,1521,-0.85
1521,1521,1
1520,1522,-1
1522,1522,1
1506,1523,-0.5
1523,1523,1
85,1524,-1
1524,1524,1
85,1525,-0.1
1525,1525,1
1525,1526,-1
1526,1526,1
85,1527,-0.5
1527,1527,1
1527,1528,-1
1528,1528,1
1527,1529,-1
1529,1529,1
1527,1530,-1
1530,1530,1
1527,1531,-0.083
1531,1531,1
85,1532,-0.1
1532,1532,1
85,1533,-0.1
1533,1533,1
86,1534,-0.3
1534,1534,1
86,1535,-0.94
1535,1535,1
86,1536,-1
1536,1536,1
87,1537,-1
1537,1537,1
87,1538,-1
1538,1538,1
87,1539,-0.75
1539,1539,1
88,1540,-1
1540,1540,1
88,1541,-0.51
1541,1541,1
88,1542,-0.66667
1542,1542,1
88,1543,-0.1
1543,1543,1
89,1544,-1
1544,1544,1
89,1545,-1
1545,1545,1
89,1546,-1
1546,1546,1
89,1547,-1
1547,1547,1
89,1548,-0.51
1548,1548,1
89,1549,-1
1549,1549,1
89,1550,-1
1550,1550,1
89,1551,-1
1551,1551,1
89,1552,-1
1552,1552,1
89,1553,-1
1553,1553,1
90,1554,-0.8235
1554,1554,1
1554,1555,-1
1555,1555,1
90,1556,-1
1556,1556,1
90,1557,-1
1557,1557,1
90,1558,-1
1558,1558,1
90,1559,-1
1559,1559,1
90,1560,-1
1560,1560,1
90,1561,-1
1561,1561,1
90,1562,-1
1562,1562,1
90,1563,-0.94333
1562,1563,-0.05667
1563,1563,1
90,1564,-0.8
1564,1564,1
90,1565,-1
1565,1565,1
90,1566,-0.5
1566,1566,1
3921,1566,-0.5
90,1567,-0.1
1567,1567,1
90,1568,-1
1568,1568,1
90,1569,-0.97
1569,1569,1
1569,1570,-0.66667
1570,1570,1
90,1571,-0.4
1571,1571,1
90,1572,-0.8
1572,1572,1
90,1573,-1
1573,1573,1
90,1574,-0.5
1574,1574,1
90,1575,-1
1575,1575,1
90,1576,-0.8
1576,1576,1
90,1577,-1
1577,1577,1
90,1578,-0.675
1578,1578,1
90,1579,-1
1579,1579,1
90,1580,-1
1580,1580,1
90,1581,-1
1581,1581,1
90,1582,-1
1582,1582,1
90,1583,-1
1583,1583,1
91,1584,-0.96
1584,1584,1
91,1585,-1
1585,1585,1
91,1586,-0.64
1586,1586,1
91,1587,-0.7125
1587,1587,1
91,1588,-0.23
1588,1588,1
92,1589,-0.5001
1589,1589,1
92,1590,-0.5
1590,1590,1
92,1591,-1
1591,1591,1
92,1592,-1
1592,1592,1
92,1593,-1
1593,1593,1
92,1594,-1
1594,1594,1
92,1595,-1
1595,1595,1
93,1596,-1
1596,1596,1
93,1597,-1
1597,1597,1
93,1598,-1
1598,1598,1
93,1599,-1
1599,1599,1
93,1600,-1
1600,1600,1
93,1601,-0.1
1601,1601,1
93,1602,-1
1602,1602,1
94,1603,-1
1603,1603,1
94,1604,-0.5
1604,1604,1
94,1605,-1
1605,1605,1
95,1606,-0.272
1606,1606,1
95,1607,-1
1607,1607,1
95,1608,-1
1608,1608,1
96,1609,-0.997
1609,1609,1
1610,1610,1
1623,1610,-0.76
1611,1611,1
1623,1611,-0.52
96,1612,-1
1612,1612,1
96,1613,-0.75
1613,1613,1
1613,1614,-0.5
1614,1614,1
1614,1615,-0.5
1615,1615,1
1614,1616,-1
1616,1616,1
371,1617,-1
1617,1617,1
96,1618,-0.51
1618,1618,1
96,1619,-1
1619,1619,1
96,1620,-1
1620,1620,1
96,1621,-1
1621,1621,1
96,1622,-1
1622,1622,1
96,1623,-1
1623,1623,1
96,1624,-0.1555
1624,1624,1
97,1625,-0.1
1625,1625,1
1625,1626,-0.75
1626,1626,1
1631,1626,-0.1
1625,1627,-0.5
1627,1627,1
1627,1628,-1
1628,1628,1
1627,1629,-1
1629,1629,1
322,1630,-0.1
1627,1630,-0.1
1630,1630,1
1625,1631,-0.48193
1631,1631,1
1625,1632,-0.75
1632,1632,1
1633,1632,-0.06
1632,1633,-0.1
1633,1633,1
1633,1634,-0.5
1634,1634,1
1632,1635,-0.5
1635,1635,1
1632,1636,-0.33333
1633,1636,-0.33333
1636,1636,1
3922,1636,-0.33333
1632,1637,-0.5
1637,1637,1
1175,1638,-0.5
1632,1638,-0.5
1638,1638,1
97,1639,-0.222
1639,1639,1
97,1640,-0.12492
1640,1640,1
97,1641,-0.1
1641,1641,1
98,1642,-0.915
1642,1642,1
98,1643,-0.03458
246,1643,-0.3714
1643,1643,1
3146,1643,-0.016
99,1644,-0.14
1644,1644,1
1646,1644,-0.203
1647,1644,-0.11
1644,1645,-0.4
1645,1645,1
99,1646,-0.2439
1644,1646,-0.7561
1646,1646,1
99,1647,-0.23
1647,1647,1
99,1648,-0.1
1648,1648,1
1648,1649,-0.45369
1649,1649,1
1648,1650,-0.25
1650,1650,1
1648,1651,-0.99
1651,1651,1
99,1652,-1
1652,1652,1
100,1653,-1
1653,1653,1
100,1654,-0.519
1654,1654,1
3923,1654,-0.1
100,1655,-1
1655,1655,1
100,1656,-0.45
1656,1656,1
100,1657,-0.6
1654,1657,-0.4
1657,1657,1
100,1658,-0.6095
1658,1658,1
100,1659,-1
1659,1659,1
100,1660,-0.14
1660,1660,1
1660,1661,-0.1
1661,1661,1
100,1662,-0.5
1662,1662,1
100,1663,-0.238
114,1663,-0.238
1663,1663,1
2980,1663,-0.286
101,1664,-0.628
1664,1664,1
101,1665,-0.632
1665,1665,1
101,1666,-0.00142
1666,1666,1
1666,1667,-0.45
1667,1667,1
101,1668,-0.33333
1666,1668,-0.33333
1668,1668,1
101,1669,-0.33333
1669,1669,1
101,1670,-0.5
143,1670,-0.5
1670,1670,1
102,1671,-1
1671,1671,1
102,1672,-1
1672,1672,1
102,1673,-0.35
1673,1673,1
102,1674,-0.83333
1674,1674,1
103,1675,-0.2496
1675,1675,1
3906,1675,-0.501
103,1676,-0.33
1676,1676,1
103,1677,-0.125
221,1677,-0.1
1677,1677,1
103,1678,-0.0621
1678,1678,1
2317,1678,-0.07
1678,1679,-0.1
1679,1679,1
103,1680,-0.501
1680,1680,1
1680,1681,-1
1681,1681,1
104,1682,-0.5
1682,1682,1
104,1683,-0.5
1683,1683,1
104,1684,-0.1
1684,1684,1
104,1685,-0.1
1685,1685,1
105,1686,-0.1
1686,1686,1
105,1687,-0.1
1687,1687,1
105,1688,-0.1
1688,1688,1
105,1689,-0.1
1689,1689,1
106,1690,-1
1690,1690,1
106,1691,-1
1691,1691,1
106,1692,-1
1692,1692,1
107,1693,-0.1
1693,1693,1
107,1694,-0.25
1694,1694,1
107,1695,-0.4992
1695,1695,1
1695,1696,-0.5
1696,1696,1
107,1697,-0.1
1697,1697,1
108,1698,-0.9001
1698,1698,1
